PLAYERID,LAST,FIRST,NICKNAME,BIRTHDATE,BIRTH CITY,BIRTH STATE,BIRTH COUNTRY,PLAY DEBUT,PLAY LASTGAME,MGR DEBUT,MGR LASTGAME,COACH DEBUT,COACH LASTGAME,UMP DEBUT,UMP LASTGAME,DEATHDATE,DEATH CITY,DEATH STATE,DEATH COUNTRY,BATS,THROWS,HEIGHT,WEIGHT,CEMETERY,CEME CITY,CEME STATE,CEME COUNTRY,CEME NOTE,BIRTH NAME,NAME CHG,BAT CHG,HOF
mullh101,Mullin,"Henry J.","Henry","04/17/1862","Saint John","New Brunswick","Canada","06/04/1884","09/24/1884",,,,,,,"11/08/1937","Beverly","Massachusetts","USA",R,,"5-09",160,"St. Mary's Cemetery","Salem","Massachusetts","USA",,,,,NOT
mullj101,Mulligan,"Joseph Ignatius","Joe","07/31/1913","Weymouth","Massachusetts","USA","06/28/1934","09/30/1934",,,,,,,"06/05/1986","West Roxbury","Massachusetts","USA",R,R,"6-04",210,"St. Joseph Cemetery","West Roxbury","Massachusetts","USA",,,,,NOT
mullj102,Mullen,"James Henry","Jim","01/09/1877","Avoca","Pennsylvania","USA","06/01/1904","07/08/1905",,,,,,,"12/06/1956","Pittston","Pennsylvania","USA",R,R,"5-10",173,"St. Mary Catholic Cemetery","Avoca","Pennsylvania","USA",,,,,NOT
mullj103,Mulligan,"Edward Joseph","Eddie","08/27/1894","St. Louis","Missouri","USA","09/23/1915","08/20/1928",,,,,,,"03/15/1982","San Rafael","California","USA",R,R,"5-09",152,"Holy Cross Cemetery","Colma","California","USA","St. Luke, Building N, Crypt 527",,,,NOT
mullj104,Mullin,"John F.","John","01/  /1856","Philadelphia","Pennsylvania","USA","09/09/1876","09/09/1876",,,,,,,"01/27/1909","Philadelphia","Pennsylvania","USA",L,L,,,"New Cathedral Cemetery","Philadelphia","Pennsylvania","USA",,,,,NOT
mullj105,Mulligan,"John","John",,"Philadelphia","Pennsylvania","USA","06/14/1884","06/14/1884",,,,,,,,,,,,,,,,,,,,,,,NOT
mullk001,Muller,"Kyle Douglas","Kyle","10/07/1997","Dallas","Texas","USA","06/16/2021","08/12/2021",,,,,,,,,,,R,L,"6-07",250,,,,,,,,,
mullm101,Mullen,"Ford Parker","Moon","02/09/1917","Olympia","Washington","USA","04/18/1944","10/01/1944",,,,,,,"02/28/2013","Stanwood","Washington","USA",L,R,"5-09",165,,,,,,,,,NOT
mullp101,Mullin,"Patrick Joseph","Pat","11/01/1917","Trotter","Pennsylvania","USA","09/18/1940","09/27/1953",,,"06/18/1963","10/19/1981",,,"08/14/1999","Brownsville","Pennsylvania","USA",L,R,"6-02",190,"Lafayette Memorial Park","Brier Hill","Pennsylvania","USA",,,,,NOT
mullr001,Mulliniks,"Steven Rance","Rance","01/15/1956","Tulare","California","USA","06/18/1977","09/18/1992",,,,,,,,,,,L,R,"5-11",162,,,,,,,,,NOT
mulls001,Mulligan,"Sean Patrick","Sean","04/25/1970","Lynwood","California","USA","09/01/1996","09/06/1996",,,,,,,,,,,R,R,"6-02",210,,,,,,,,,NOT
mulls002,Mullen,"Kenneth Scott","Scott","01/17/1975","San Benito","Texas","USA","08/31/2000","08/03/2003",,,,,,,,,,,R,L,"6-02",190,,,,,,,,,NOT
mullt101,Mullane,"Anthony John","Tony","01/30/1859","Cork",,"Ireland","08/27/1881","07/26/1894",,,,,"08/13/1888","07/31/1897","04/25/1944","Chicago","Illinois","USA",B,B,"5-10.5",165,"Holy Sepulchre Catholic Cemetery","Worth","Illinois","USA","Section 58, Lot 48, Block 5, Grave 2",,,,NOT
mullu101,Mullen,"Martin","Martin","08/22/1852","Cleveland","Ohio","USA","08/17/1872","08/17/1872",,,,,,,"10/27/1915","Cleveland","Ohio","USA",,,,,"St. Joseph Cemetery","Cleveland","Ohio","USA",,,,,NOT
mulrd101,Mulrenan,"Dominic Joseph","Dominic","12/18/1893","Woburn","Massachusetts","USA","04/24/1921","08/05/1921",,,,,,,"07/27/1964","Melrose","Massachusetts","USA",R,R,"5-11",170,"Wyoming Cemetery","Melrose","Massachusetts","USA",,,,,NOT
mulrf101,Mulroney,"Francis Joseph","Frank","04/08/1903","Mallard","Iowa","USA","04/15/1930","06/24/1930",,,,,,,"11/11/1985","Aberdeen","Washington","USA",R,R,"6-00",170,"Fern Hill Cemetery","Aberdeen","Washington","USA",,,,,NOT
mulvj101,Mulvey,"Joseph Henry","Joe","10/27/1858","Providence","Rhode Island","USA","05/31/1883","05/14/1895",,,,,"04/23/1895","04/23/1895","08/21/1928","Philadelphia","Pennsylvania","USA",R,R,"5-11.5",178,"Magnolia Cemetery","Philadelphia","Pennsylvania","USA",,,,,NOT
mulvk001,Mulvey,"Kevin John","Kevin","05/26/1985","Parlin","New Jersey","USA","07/20/2009","05/02/2010",,,,,,,,,,,R,R,"6-02",195,,,,,,,,,NOT
mumpj001,Mumphrey,"Jerry Wayne","Jerry","09/09/1952","Tyler","Texas","USA","09/10/1974","09/30/1988",,,,,,,,,,,B,R,"6-02",185,,,,,,,,,NOT
muncb101,Muncrief,"Robert Cleveland","Bob","01/28/1916","Madill","Oklahoma","USA","09/30/1937","04/20/1951",,,,,,,"02/06/1996","Duncanville","Texas","USA",R,R,"6-02",190,"Cedarlawn Memorial Park","Sherman","Texas","USA","Section B (Good Shepherd) Lot 216, Grave 1",,,,NOT
muncj101,Munch,"Jacob Ferdinand","Jake","11/16/1890","Morton","Pennsylvania","USA","05/27/1918","08/27/1918",,,,,,,"06/08/1966","Lansdowne","Pennsylvania","USA",L,L,"6-02.5",170,"Arlington Cemetery","Drexel Hill","Pennsylvania","USA",,,,,NOT
muncj102,Munce,"John Louis","John","11/18/1857","Philadelphia","Pennsylvania","USA","08/19/1884","09/05/1884",,,,,,,"03/15/1917","Philadelphia","Pennsylvania","USA",,,"5-08.5",160,"Holy Cross Cemetery","Yeadon","Pennsylvania","USA",,,,,NOT
muncm001,Muncy,"Maxwell Steven","Max","08/25/1990","Midland","Texas","USA","04/25/2015","10/03/2021",,,,,,,,,,,L,R,"6-00",205,,,,,,,,,NOT
mundb101,Mundy,"William Edward","Bill","06/28/1889","Salineville","Ohio","USA","08/17/1913","10/04/1913",,,,,,,"09/23/1958","Kalamazoo","Michigan","USA",L,L,"5-10",154,"Spring Hill Cemetery","Wellsville","Ohio","USA",,,,,NOT
mundg101,Mundinger,"George","George","11/20/1854","New Orleans","Louisiana","USA","05/09/1884","05/20/1884",,,,,,,"10/12/1910","Covington","Louisiana","USA",R,R,"6-02",200,"Magnolia Cemetery","Baton Rouge","Louisiana","USA",,,,,NOT
mungr101,Munger,"George David","Red","10/04/1918","Houston","Texas","USA","05/01/1943","09/23/1956",,,,,,,"07/23/1996","Houston","Texas","USA",R,R,"6-02",200,"Forest Park Lawndale Cemetery","Houston","Texas","USA",,,,,NOT
mungv101,Mungo,"Van Lingle","Van","06/08/1911","Pageland","South Carolina","USA","09/07/1931","09/02/1945",,,,,,,"02/12/1985","Pageland","South Carolina","USA",R,R,"6-02",185,"First Baptist Church Cemetery","Pageland","South Carolina","USA",,,,,NOT
munic001,Muniz,"Carlos Javier","Carlos","03/12/1981","Torrance","California","USA","09/25/2007","08/10/2008",,,,,,,,,,,R,R,"6-01",190,,,,,,,,,NOT
munim101,Muniz,"Manuel (Rodriguez)","Manny","12/31/1947","Caguas",,"Puerto Rico","09/03/1971","09/17/1971",,,,,,,,,,,R,R,"5-11",190,,,,,,,,,NOT
munnh101,Munn,"Horatio Brinsmade","Horatio","07/26/1851","Newark","New Jersey","USA","09/04/1875","09/04/1875",,,,,,,"02/17/1910","Brooklyn","New York","USA",,,,,"Mount Pleasant Cemetery","Newark","New Jersey","USA",,,,,NOT
munnl101,Munns,"Leslie Ernest","Les","12/01/1908","Fort Bragg","California","USA","04/22/1934","07/14/1936",,,,,,,"02/28/1997","Cedar Rapids","Iowa","USA",R,R,"6-05",212,"Oakdale Cemetery","Crookston","Minnesota","USA",,,,,NOT
munns101,Munninghoff,"Scott Andrew","Scott","12/05/1958","Cincinnati","Ohio","USA","04/13/1980","05/04/1980",,,,,,,,,,,R,R,"6-00",175,,,,,,,,,NOT
munoa001,Munoz,"Arnaldo Rafel","Arnie","06/21/1982","Mao","Valverde","Dominican Republic","06/19/2004","09/28/2007",,,,,,,,,,,L,L,"5-09",170,,,,,,,,,NOT
munoa002,Munoz,Andres Clemente,Andres,01/16/1999,Los Mochis,Sinaloa,Mexico,07/12/2019,"10/03/2021",,,,,,,,,,,R,R,"6-02",165,,,,,,,,,
munob001,Munoz,"Roberto (Sbert)","Bobby","03/03/1968","Rio Piedras",,"Puerto Rico","05/29/1993","10/04/2001",,,,,,,,,,,R,R,"6-07",237,,,,,,,,,NOT
munod001,Muno,"Daniel Joseph","Danny","02/09/1989","Long Beach","California","USA","04/17/2015","07/24/2015",,,,,,,,,,,B,R,"5-11",195,,,,,,,,,NOT
munoj001,Munoz,"Jose Luis","Jose","11/11/1967","Chicago","Illinois","USA","04/07/1996","05/31/1996",,,,,,,,,,,B,R,"5-11",165,,,,,,,,,NOT
munom001,Munoz,"Michael Anthony","Mike","07/12/1965","Baldwin Park","California","USA","09/06/1989","04/26/2000",,,,,,,,,,,L,L,"6-02",190,,,,,,,,,NOT
munon001,Munoz,"Noe","Noe","11/11/1967","San Cristobal","Estado de Mexico","Mexico","04/30/1995","05/14/1995",,,,,,,,,,,R,R,"6-02",180,,,,,,,,,NOT
munoo001,Munoz,"Juan Oscar","Oscar","09/25/1969","Hialeah","Florida","USA","08/06/1995","09/30/1995",,,,,,,,,,,R,R,"6-03",210,,,,,,,,,NOT
munop001,Munoz,"Pedro Javier (Gonzalez)","Pedro","09/19/1968","Ponce",,"Puerto Rico","09/01/1990","06/01/1996",,,,,,,,,,,R,R,"5-11",170,,,,,,,,,NOT
munoy001,Munoz,"Yairo","Yairo","01/23/1995","Nagua","Sanchez","Dominican Republic","03/29/2018","08/31/2021",,,,,,,,,,,R,R,"6-01",201,,,,,,,,,NOT
munrp001,Munro,"Peter Daniel","Peter","06/14/1975","Flushing","New York","USA","04/06/1999","10/20/2004",,,,,,,,,,,R,R,"6-02",200,,,,,,,,,NOT
munse001,Munson,"Eric Walter","Eric","10/03/1977","San Diego","California","USA","07/18/2000","09/21/2009",,,,,,,,,,,L,R,"6-03",220,,,,,,,,,NOT
munsj101,Munson,"Joseph Martin Napoleon","Joe","11/06/1899","Renovo","Pennsylvania","USA","09/18/1925","06/04/1926",,,,,,,"02/24/1991","Drexel Hill","Pennsylvania","USA",L,R,"5-09",184,"Arlington Cemetery","Drexel Hill","Pennsylvania","USA","Buried under birth name: Carlson","Joseph Martin Napoleon Carlson",,,NOT
munsr101,Munson,"Clarence Hanford","Red","07/31/1883","Cincinnati","Ohio","USA","08/28/1905","10/07/1905",,,,,,,"02/19/1957","Mishawaka","Indiana","USA",,R,,,"Spring Grove Cemetery","Cincinnati","Ohio","USA",,,,,NOT
munst101,Munson,"Thurman Lee","Thurman","06/07/1947","Akron","Ohio","USA","08/08/1969","08/01/1979",,,,,,,"08/02/1979","Green Township, Summit County","Ohio","USA",R,R,"5-11",190,"Sunset Hills Cemetery","Canton","Ohio","USA","Section 1, Lot 6",,,,NOT
munts001,Munter,"Scott Michael","Scott","03/07/1980","Norfolk","Nebraska","USA","05/11/2005","09/28/2007",,,,,,,,,,,R,R,"6-06",235,,,,,,,,,NOT
munyj101,Munyan,"John Baird","John","11/14/1860","Chester","Pennsylvania","USA","07/12/1887","10/04/1891",,,,,,,"02/18/1945","Endicott","New York","USA",,,,,"Riverhurst Cemetery","Endwell","New York","USA","Grave Unmarked",,,,NOT
muram101,Murakami,"Masanori","Masanori","05/06/1944","Otsuki","Yamanashi","Japan","09/01/1964","10/01/1965",,,,,,,,,,,L,L,"6-00",180,,,,,,,,,NOT
muras001,Mura,"Stephen Andrew","Steve","02/12/1955","New Orleans","Louisiana","USA","09/05/1978","10/06/1985",,,,,,,,,,,R,R,"6-02",188,,,,,,,,,NOT
murat001,Murata,"Toru","Toru","05/20/1985","Osaka","Osaka","Japan","06/28/2015","06/28/2015",,,,,,,,,,,L,R,"6-00",175,,,,,,,,,NOT
murcb101,Murcer,"Bobby Ray","Bobby","05/20/1946","Oklahoma City","Oklahoma","USA","09/08/1965","06/11/1983",,,,,,,"07/12/2008","Oklahoma City","Oklahoma","USA",L,R,"5-11",160,"Rose Hill Cemetery","Oklahoma City","Oklahoma","USA","Cremated",,,,NOT
murcs101,Murch,"Simeon Augustus","Simmy","11/21/1880","Castine","Maine","USA","09/20/1904","05/22/1908",,,,,,,"06/06/1939","Exeter","New Hampshire","USA",R,R,"6-02",220,"Exeter Cemetery","Exeter","New Hampshire","USA",,,,,NOT
murct101,Murchison,"Thomas Malcolm","Tim","10/08/1896","Liberty","North Carolina","USA","06/21/1917","05/03/1920",,,,,,,"10/20/1962","Liberty","North Carolina","USA",R,L,"6-00",185,"Fairview Cemetery","Liberty","North Carolina","USA",,,,,NOT
murdw101,Murdoch,"Wilbur Edwin","Wilbur","03/14/1875","Avon","New York","USA","08/29/1908","10/03/1908",,,,,,,"10/29/1941","Los Angeles","California","USA",,R,,,"Pierce Brothers' Valhalla Memorial Park","North Hollywood","California","USA",,,,,NOT
murfr101,Murff,"John Robert","Red","04/01/1921","Burlington","Texas","USA","04/21/1956","05/30/1957",,,,,,,"11/28/2008","Tyler","Texas","USA",R,R,"6-03",195,"Odd Fellows Cemetery","Rockdale, Milam County","Texas","USA",,,,,NOT
murnt101,Murnane,"Timothy Hayes","Tim","06/04/1851","Naugatuck","Connecticut","USA","04/26/1872","10/19/1884","04/17/1884","10/19/1884",,,"10/16/1873","09/21/1886","02/07/1917","Boston","Massachusetts","USA",L,R,"5-09.5",172,"Mount Calvary Cemetery","Roslindale","Massachusetts","USA",,,,,NOT
murpb001,Murphy,"William R.W.","Bill","05/09/1981","Anaheim","California","USA","09/03/2007","05/13/2009",,,,,,,,,,,L,L,"5-11",215,,,,,,,,,NOT
murpb101,Murphy,"William Eugene","Billy","05/07/1944","Pineville","Louisiana","USA","04/15/1966","09/05/1966",,,,,,,,,,,R,R,"6-01",190,,,,,,,,,NOT
murpb102,Murphy,"Robert R.","Buzz","04/26/1895","Denver","Colorado","USA","07/14/1918","09/21/1919",,,,,,,"05/11/1938","Denver","Colorado","USA",L,L,"5-08.5",155,"Mt. Olivet Cemetery","Wheat Ridge","Colorado","USA",,,,,NOT
murpb103,Murphy,"Robert J.","Bob","12/26/1866","Dutchess County","New York","USA","05/27/1890","08/25/1890",,,,,,,"12/13/1904","Staten Island","New York","USA",,,"6-00",173,"St. Peter Cemetery","Staten Island","New York","USA",,,,,NOT
murpc101,Murphy,"Cornelius David","Connie","11/01/1870","Northfield","Massachusetts","USA","09/17/1893","09/30/1894",,,,,,,"12/14/1945","New Bedford","Massachusetts","USA",L,R,"5-08",155,"St. Mary's Cemetery","New Bedford","Massachusetts","USA",,,,,NOT
murpc102,Murphy,"Cornelius B.","Con","10/15/1863","Worcester","Massachusetts","USA","09/11/1884","09/06/1890",,,,,,,"08/01/1914","Worcester","Massachusetts","USA",,R,"5-09",130,"St. John Cemetery","Worcester","Massachusetts","USA",,,,,NOT
murpc103,Murphy,"Clarence","Clarence",,,,,"06/17/1886","06/17/1886",,,,,,,,,,,,,,,,,,,,,,,NOT
murpd001,Murphy,"Dale Bryan","Dale","03/12/1956","Portland","Oregon","USA","09/13/1976","05/21/1993",,,,,,,,,,,R,R,"6-04",210,,,,,,,,,NOT
murpd002,Murphy,"Dwayne Keith","Dwayne","03/18/1955","Merced","California","USA","04/08/1978","10/01/1989",,,"03/31/1998","09/29/2013",,,,,,,L,R,"6-01",185,,,,,,,,,NOT
murpd003,Murphy,"Daniel Lee","Dan","09/18/1964","Artesia","California","USA","08/10/1989","09/14/1989",,,,,,,,,,,R,R,"6-02",195,,,,,,,,,NOT
murpd004,Murphy,"Donald Rex","Donnie","03/10/1983","Lakewood","California","USA","09/18/2004","07/04/2014",,,,,,,,,,,R,R,"5-10",180,,,,,,,,,NOT
murpd005,Murphy,"David Matthew","David","10/18/1981","Houston","Texas","USA","09/02/2006","10/03/2015",,,,,,,,,,,L,L,"6-04",192,,,,,,,,,NOT
murpd006,Murphy,"Daniel Thomas","Daniel","04/01/1985","Jacksonville","Florida","USA","08/02/2008","09/26/2020",,,,,,,,,,,L,R,"6-03",210,,,,,,,,,NOT
murpd101,Murphy,"Herbert Courtland","Dummy","12/18/1886","Olney","Illinois","USA","04/14/1914","05/07/1914",,,,,,,"08/10/1962","Tallahassee","Florida","USA",R,R,"5-10",165,"Laurel Hill Cemetery","Thomasville","Georgia","USA",,,,,NOT
murpd102,Murphy,"Richard Lee","Dick","10/25/1931","Cincinnati","Ohio","USA","06/13/1954","09/13/1954",,,,,,,,,,,L,L,"5-11",170,,,,,,,,,NOT
murpd103,Murphy,"David Francis","Dave","05/04/1876","Adams","Massachusetts","USA","08/28/1905","08/30/1905",,,,,,,"04/08/1940","Adams","Massachusetts","USA",,R,,,"Maple Cemetery","Adams","Massachusetts","USA",,,,,NOT
murpd104,Murphy,"Daniel Joseph","Danny","09/10/1864","Brooklyn","New York","USA","04/26/1892","06/11/1892",,,,,,,"12/14/1915","Brooklyn","New York","USA",,,,156,"Holy Cross Cemetery","Brooklyn","New York","USA",,,,,NOT
murpd105,Murphy,"Daniel Francis","Danny","08/23/1942","Beverly","Massachusetts","USA","06/18/1960","10/01/1970",,,,,,,,,,,L,R,"5-11",185,,,,,,,,,NOT
murpd106,Murphy,"Daniel Francis","Danny","08/11/1876","Philadelphia","Pennsylvania","USA","09/17/1900","07/01/1915",,,"04/14/1920","10/02/1927",,,"11/22/1955","Jersey City","New Jersey","USA",R,R,"5-09",175,"St. Mary Cemetery","Norwich","Connecticut","USA",,,,,NOT
murpe101,Murphy,"Edward Joseph","Ed","08/23/1918","Joliet","Illinois","USA","09/10/1942","09/27/1942",,,,,,,"12/10/1991","Joliet","Illinois","USA",R,R,"5-11",190,"St. John Cemetery","Joliet","Illinois","USA",,,,,NOT
murpe102,Murphy,"John Edward","Eddie","10/02/1891","Hancock","New York","USA","08/26/1912","09/13/1926",,,,,,,"02/21/1969","Dunmore","Pennsylvania","USA",L,R,"5-09",155,"Queen of Peace Cemetery","Hawley","Pennsylvania","USA",,,,,NOT
murpe103,Murphy,"Edward James","Ed","01/12/1877","Auburn","New York","USA","04/23/1898","09/19/1903",,,,,,,"01/29/1935","Weedsport","New York","USA",,R,"6-01",186,"St. Joseph Cemetery","Auburn","New York","USA",,,,,NOT
murpf101,Murphy,"Francis Patrick","Frank","04/06/1876","North Tarrytown","New York","USA","07/02/1901","10/05/1901",,,,,,,"11/04/1912","Central Islip","New York","USA",R,R,,,"Sleepy Hollow Cemetery","Tarrytown","New York","USA",,,,,NOT
murph101,Murphy,"Howard","Howard","01/01/1882","Birmingham","Alabama","USA","08/04/1909","10/06/1909",,,,,,,"10/05/1926","Fort Worth","Texas","USA",L,R,"5-08.5",150,"Mount Olivet Cemetery","Fort Worth","Texas","USA",,,,,NOT
murpj001,Murphy,"John Ryan","John Ryan","05/13/1991","Bradenton","Florida","USA","09/02/2013","09/24/2020",,,,,,,,,,,R,R,"5-11",195,,,,,,,,,NOT
murpj101,Murphy,"Joseph Akin","Joe","09/07/1866","St. Louis","Missouri","USA","04/28/1886","08/19/1887",,,,,"07/15/1887","08/04/1887","03/28/1951","Coral Gables","Florida","USA",,,"5-11",160,"Calvary Cemetery","St. Louis","Missouri","USA","Section 18, Lot 438, Grave 5 (Family Mausoleum)",,,,NOT
murpj102,Murphy,"John Patrick","John","05/20/1879","New Haven","Connecticut","USA","09/10/1902","09/25/1903",,,,,,,"04/20/1949","Andover","Massachusetts","USA",,,"5-07.5",160,"St. Mary/Immaculate Conception Cemetery","Lawrence","Massachusetts","USA",,,,,NOT
murpj103,Murphy,"John Joseph","Johnny","07/14/1908","New York","New York","USA","05/19/1932","09/16/1947",,,"04/11/1967","10/01/1967",,,"01/14/1970","New York","New York","USA",R,R,"6-02",190,"Woodlawn Cemetery","Bronx","New York","USA","Sec. 106, Oakwood Plot, Lot 72W",,,,NOT
murpj104,Murphy,"John Henry","John","1858","Philadelphia","Pennsylvania","USA","04/17/1884","09/12/1884",,,,,,,"03/07/1905","Philadelphia","Pennsylvania","USA",,,"5-11",165,"Fernwood Cemetery","Fernwood, Delaware County","Pennsylvania","USA",,,,,NOT
murpl101,Murphy,"Leo Joseph","Leo","01/07/1889","Terre Haute","Indiana","USA","05/02/1915","09/25/1915",,,,,,,"08/12/1960","Racine","Wisconsin","USA",R,R,"6-01",179,"St. Joseph Cemetery","River Grove","Illinois","USA",,,,,NOT
murpl102,Murphy,"Patrick Lawrence","Larry","03/17/1857","Toronto","Ontario","Canada","05/30/1891","10/06/1891",,,,,,,"10/06/1911","Indianapolis","Indiana","USA",L,,"5-08",170,"Crown Hill Cemetery","Indianapolis","Indiana","USA",,,,,NOT
murpm101,Murphy,"Morgan Edward","Morgan","02/14/1867","East Providence","Rhode Island","USA","04/22/1890","05/31/1901",,,,,"09/15/1886","08/13/1898","10/03/1938","Providence","Rhode Island","USA",R,R,"5-08",160,"St. Francis Cemetery","Pawtucket","Rhode Island","USA",,,,,NOT
murpm102,Murphy,"Michael Jerome","Mike","08/19/1888","Forestville","Pennsylvania","USA","05/17/1912","07/11/1916",,,,,,,"10/26/1952","Johnson City","New York","USA",R,R,"5-09",170,"Calvary Cemetery","Johnson City","New York","USA",,,,,NOT
murpp001,Murphy,"Patrick Brian","Patrick","06/10/1995","Chandler","Arizona","USA","09/18/2020","10/03/2021",,,,,,,,,,,R,R,"6-05",235,,,,,,,,,
murpp101,Murphy,"Patrick J.","Pat","01/02/1857","Auburn","Massachusetts","USA","09/02/1887","10/03/1890",,,,,,,"05/16/1927","Worcester","Massachusetts","USA",R,R,"5-10",160,"St. John Cemetery","Worcester","Massachusetts","USA",,,,,NOT
murpr001,Murphy,"Robert Albert","Rob","05/26/1960","Miami","Florida","USA","09/13/1985","07/22/1995",,,,,,,,,,,L,L,"6-02",200,,,,,,,,,NOT
murps001,Murphy,Sean Michael,Sean,10/04/1994,Peekskill,New York,USA,09/04/2019,"10/02/2021",,,,,,,,,,,R,R,"6-03",232,,,,,,,,,
murpt001,Murphy,"Thomas Christian","Tommy","08/27/1979","Suffern","New York","USA","05/04/2006","09/30/2007",,,,,,,,,,,B,R,"6-00",185,,,,,,,,,NOT
murpt002,Murphy,"Thomas James","Tom","04/03/1991","West Monroe","New York","USA","09/12/2015","10/02/2021",,,,,,,,,,,R,R,"6-01",220,,,,,,,,,NOT
murpt101,Murphy,"Thomas Andrew","Tom","12/30/1945","Cleveland","Ohio","USA","06/13/1968","05/08/1979",,,,,,,,,,,R,R,"6-03",185,,,,,,,,,NOT
murpt102,Murphy,"Francis J.","Tony","07/  /1859","New York","New York","USA","10/15/1884","10/15/1884",,,,,,,"12/15/1915","New York","New York","USA",,,"5-06",145,"Calvary Cemetery","Woodside","New York","USA",,,,,NOT
murpu102,Murphy,,,,,,,"08/16/1884","08/16/1884",,,,,,,,,,,,,,,,,,,,,,,NOT
murpw101,Murphy,"William H.","Willie","03/23/1864","Springfield","Massachusetts","USA","05/01/1884","08/02/1884",,,,,,,,,,,L,,"5-11",198,,,,,,,,,NOT
murpw102,Murphy,"Walter Joseph","Walter","09/27/1907","New York","New York","USA","04/19/1931","04/21/1931",,,,,,,"03/23/1976","Houston","Texas","USA",R,R,"6-01.5",180,"Memorial Oaks Cemetery","Houston","Texas","USA",,,,,NOT
murpy101,Murphy,"William Henry","Yale","10/11/1869","Southborough","Massachusetts","USA","04/19/1894","07/26/1897",,,,,"06/12/1895","07/17/1897","02/14/1906","Westborough","Massachusetts","USA",L,R,"5-03",125,"St. John Cemetery","Hopkinton","Massachusetts","USA",,,,,NOT
murra001,Murray,"Arlington John","A.J.","03/17/1982","Vernal","Utah","USA","05/16/2007","06/03/2008",,,,,,,,,,,B,L,"6-03",220,,,,,,,,,NOT
murra101,Murray,"Ambrose Joseph","Amby","06/04/1913","Fall River","Massachusetts","USA","07/05/1936","08/10/1936",,,,,,,"02/06/1997","Port Salerno","Florida","USA",L,L,"5-07",150,"Cremated",,,,,,,,NOT
murrb101,Murray,"Robert Hayes","Bobby","07/04/1898","St. Albans","Vermont","USA","09/24/1923","10/07/1923",,,,,,,"01/04/1979","Nashua","New Hampshire","USA",L,R,"5-07",155,"Edgewood Cemetery","Nashua","New Hampshire","USA",,,,,NOT
murrb102,Murray,"William Allenwood","Bill","09/06/1893","Vinalhaven","Maine","USA","06/27/1917","09/21/1917",,,,,,,"09/14/1943","Boston","Massachusetts","USA",B,R,"5-11",165,"Mount St. Benedict Cemetery","Bloomfield","Connecticut","USA",,,,,NOT
murrc001,Murray,"Calvin Duane","Calvin","07/30/1971","Dallas","Texas","USA","06/22/1999","10/01/2004",,,,,,,,,,,R,R,"5-11",190,,,,,,,,,NOT
murrc002,Murray,"Colton James","Colton","04/22/1990","Overland Park","Kansas","USA","09/02/2015","10/02/2016",,,,,,,,,,,R,R,"6-00",195,,,,,,,,,NOT
murrd001,Murray,"Dale Albert","Dale","02/02/1950","Cuero","Texas","USA","07/07/1974","05/13/1985",,,,,,,,,,,R,R,"6-04",205,,,,,,,,,NOT
murrd002,Murray,"Daniel Saffle","Dan","11/21/1973","Los Alamitos","California","USA","08/09/1999","09/30/2000",,,,,,,,,,,R,R,"6-01",193,,,,,,,,,NOT
murre001,Murray,"Eddie Clarence","Eddie","02/24/1956","Los Angeles","California","USA","04/07/1977","09/20/1997",,,"03/31/1998","06/13/2007",,,,,,,B,R,"6-02",190,,,,,,,,,HOF
